,MentalHealth,DevType,OrgSize,Country,RemoteWork,YearlySalary
843,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, game or graphics",20 to 99 employees,United States of America,Fully remote,165000.0
843,I have an anxiety disorder,"Developer, back-end",20 to 99 employees,United States of America,Fully remote,165000.0
843,I have an anxiety disorder,"Developer, desktop or enterprise applications",20 to 99 employees,United States of America,Fully remote,165000.0
843,I have an anxiety disorder,"Developer, game or graphics",20 to 99 employees,United States of America,Fully remote,165000.0
854,I have an anxiety disorder,"Developer, back-end","1,000 to 4,999 employees",United States of America,Fully remote,140000.0
854,I have an anxiety disorder,Cloud infrastructure engineer,"1,000 to 4,999 employees",United States of America,Fully remote,140000.0
855,I have an anxiety disorder,"Developer, full-stack","10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",116000.0
855,I have an anxiety disorder,"Developer, desktop or enterprise applications","10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",116000.0
869,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, desktop or enterprise applications","10,000 or more employees",Sweden,"Hybrid (some remote, some in-person)",744000.0
869,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, game or graphics","10,000 or more employees",Sweden,"Hybrid (some remote, some in-person)",744000.0
874,I have an anxiety disorder,"Developer, front-end",20 to 99 employees,United States of America,Fully remote,1800000.0
874,I have an anxiety disorder,"Developer, full-stack",20 to 99 employees,United States of America,Fully remote,1800000.0
874,I have an anxiety disorder,"Developer, back-end",20 to 99 employees,United States of America,Fully remote,1800000.0
874,I have an anxiety disorder,"Developer, mobile",20 to 99 employees,United States of America,Fully remote,1800000.0
874,I have an anxiety disorder,DevOps specialist,20 to 99 employees,United States of America,Fully remote,1800000.0
874,I have an anxiety disorder,System administrator,20 to 99 employees,United States of America,Fully remote,1800000.0
883,I have an anxiety disorder,"Developer, back-end",100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,80000.0
884,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Data scientist or machine learning specialist,"10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",90000.0
884,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Engineer, data","10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",90000.0
884,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack","10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",90000.0
884,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, desktop or enterprise applications","10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",90000.0
884,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Academic researcher,"10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",90000.0
884,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",System administrator,"10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",90000.0
895,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",100 to 499 employees,United States of America,Fully remote,105000.0
895,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",100 to 499 employees,United States of America,Fully remote,105000.0
895,I have an anxiety disorder,"Developer, full-stack",100 to 499 employees,United States of America,Fully remote,105000.0
895,I have an anxiety disorder,"Developer, back-end",100 to 499 employees,United States of America,Fully remote,105000.0
925,I have an anxiety disorder,"Developer, back-end","1,000 to 4,999 employees",United States of America,Fully remote,128750.0
928,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end",100 to 499 employees,United States of America,Fully remote,2500.0
928,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",100 to 499 employees,United States of America,Fully remote,2500.0
928,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",100 to 499 employees,United States of America,Fully remote,2500.0
928,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Blockchain,100 to 499 employees,United States of America,Fully remote,2500.0
928,I have an anxiety disorder,"Developer, front-end",100 to 499 employees,United States of America,Fully remote,2500.0
928,I have an anxiety disorder,"Developer, full-stack",100 to 499 employees,United States of America,Fully remote,2500.0
928,I have an anxiety disorder,"Developer, back-end",100 to 499 employees,United States of America,Fully remote,2500.0
928,I have an anxiety disorder,Blockchain,100 to 499 employees,United States of America,Fully remote,2500.0
966,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Engineer, data",20 to 99 employees,United States of America,Fully remote,95000.0
966,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",20 to 99 employees,United States of America,Fully remote,95000.0
966,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, QA or test",20 to 99 employees,United States of America,Fully remote,95000.0
966,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",DevOps specialist,20 to 99 employees,United States of America,Fully remote,95000.0
966,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Cloud infrastructure engineer,20 to 99 employees,United States of America,Fully remote,95000.0
966,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Security professional,20 to 99 employees,United States of America,Fully remote,95000.0
977,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,"Hybrid (some remote, some in-person)",30000.0
977,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Designer,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,"Hybrid (some remote, some in-person)",30000.0
977,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Senior Executive (C-Suite, VP, etc.)",20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,"Hybrid (some remote, some in-person)",30000.0
977,I have an anxiety disorder,"Developer, full-stack",20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,"Hybrid (some remote, some in-person)",30000.0
977,I have an anxiety disorder,Designer,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,"Hybrid (some remote, some in-person)",30000.0
977,I have an anxiety disorder,"Senior Executive (C-Suite, VP, etc.)",20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,"Hybrid (some remote, some in-person)",30000.0
979,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack","10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",175000.0
981,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",20 to 99 employees,Netherlands,Fully remote,78000.0
981,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Other (please specify):,20 to 99 employees,Netherlands,Fully remote,78000.0
981,I have an anxiety disorder,"Developer, back-end",20 to 99 employees,Netherlands,Fully remote,78000.0
981,I have an anxiety disorder,Other (please specify):,20 to 99 employees,Netherlands,Fully remote,78000.0
994,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end",100 to 499 employees,Germany,Fully remote,480000.0
994,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",100 to 499 employees,Germany,Fully remote,480000.0
994,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",100 to 499 employees,Germany,Fully remote,480000.0
994,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, desktop or enterprise applications",100 to 499 employees,Germany,Fully remote,480000.0
994,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, mobile",100 to 499 employees,Germany,Fully remote,480000.0
994,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Engineering manager,100 to 499 employees,Germany,Fully remote,480000.0
994,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",DevOps specialist,100 to 499 employees,Germany,Fully remote,480000.0
994,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, embedded applications or devices",100 to 499 employees,Germany,Fully remote,480000.0
994,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Cloud infrastructure engineer,100 to 499 employees,Germany,Fully remote,480000.0
994,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",System administrator,100 to 499 employees,Germany,Fully remote,480000.0
994,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Security professional,100 to 499 employees,Germany,Fully remote,480000.0
994,I have an anxiety disorder,"Developer, front-end",100 to 499 employees,Germany,Fully remote,480000.0
994,I have an anxiety disorder,"Developer, full-stack",100 to 499 employees,Germany,Fully remote,480000.0
994,I have an anxiety disorder,"Developer, back-end",100 to 499 employees,Germany,Fully remote,480000.0
994,I have an anxiety disorder,"Developer, desktop or enterprise applications",100 to 499 employees,Germany,Fully remote,480000.0
994,I have an anxiety disorder,"Developer, mobile",100 to 499 employees,Germany,Fully remote,480000.0
994,I have an anxiety disorder,Engineering manager,100 to 499 employees,Germany,Fully remote,480000.0
994,I have an anxiety disorder,DevOps specialist,100 to 499 employees,Germany,Fully remote,480000.0
994,I have an anxiety disorder,"Developer, embedded applications or devices",100 to 499 employees,Germany,Fully remote,480000.0
994,I have an anxiety disorder,Cloud infrastructure engineer,100 to 499 employees,Germany,Fully remote,480000.0
